nombre_archivo,id_archivo,url,subcategoria,ruta
[1°] Copia de Gran Libro de Cuentos - Primero.pdf,1auwynsqWcFrvni8rA5DC-QI6lJ83LuAA,https://drive.google.com/file/d/1auwynsqWcFrvni8rA5DC-QI6lJ83LuAA/view?usp=drivesdk,📂 MATERIAL DE APOYO,libros/libros mostrar/LENGUAJE/📂 MATERIAL DE APOYO
[4°] Copia de 4° Lectura y Composición en Español.pdf,1ehSJ4lYA3SP_ltFMjIaSLBd08xqgI9vb,https://drive.google.com/file/d/1ehSJ4lYA3SP_ltFMjIaSLBd08xqgI9vb/view?usp=drivesdk,📂 MATERIAL DE APOYO,libros/libros mostrar/LENGUAJE/📂 MATERIAL DE APOYO
[3°] Copia de 3° Lectura y Composición en Español.pdf,1bElHAYbSiDNHOrKpIg-X-dUhhb7Gmokk,https://drive.google.com/file/d/1bElHAYbSiDNHOrKpIg-X-dUhhb7Gmokk/view?usp=drivesdk,📂 MATERIAL DE APOYO,libros/libros mostrar/LENGUAJE/📂 MATERIAL DE APOYO
ApHaciendo2_Grados 8-9.pdf,1PZTICSi6tCl_yiEwacE5qD3bFuVI7GkM,https://drive.google.com/file/d/1PZTICSi6tCl_yiEwacE5qD3bFuVI7GkM/view?usp=drivesdk,PROYECTO,libros/libros mostrar/PROYECTO
HagamonosEx_Grados 8-9.pdf,1muAN7AwqFBbTo4gFkznEtIz0ESEBKND5,https://drive.google.com/file/d/1muAN7AwqFBbTo4gFkznEtIz0ESEBKND5/view?usp=drivesdk,PROYECTO,libros/libros mostrar/PROYECTO
ApHaciendo1_Grados 8-9.pdf,1okYUQ8WHroKM9KRSg3bTPU60JDXPWQqW,https://drive.google.com/file/d/1okYUQ8WHroKM9KRSg3bTPU60JDXPWQqW/view?usp=drivesdk,PROYECTO,libros/libros mostrar/PROYECTO
IntroduccionPPP_Grados 8-9.pdf,1DWO55CU_qqFW6Ih9SIN8qVN8Vk3Uvd1U,https://drive.google.com/file/d/1DWO55CU_qqFW6Ih9SIN8qVN8Vk3Uvd1U/view?usp=drivesdk,PROYECTO,libros/libros mostrar/PROYECTO
ApHaciendo3_Grados 8-9.pdf,1Puyrx8VRrG9q475mELeZUMEXkioCwCMu,https://drive.google.com/file/d/1Puyrx8VRrG9q475mELeZUMEXkioCwCMu/view?usp=drivesdk,PROYECTO,libros/libros mostrar/PROYECTO
Artes visuales, Educación Artística.pdf,1gtAo6PKa5g5G3CGO2RAnPNNAUpZagb-w,https://drive.google.com/file/d/1gtAo6PKa5g5G3CGO2RAnPNNAUpZagb-w/view?usp=drivesdk,EDUC. ARTÍSTICA,libros/libros mostrar/EDUC. ARTÍSTICA
Danza, Educación Artística.pdf,1tjm6P3yyS9-6BQHrer04Hw4uQW8c8DcC,https://drive.google.com/file/d/1tjm6P3yyS9-6BQHrer04Hw4uQW8c8DcC/view?usp=drivesdk,EDUC. ARTÍSTICA,libros/libros mostrar/EDUC. ARTÍSTICA
Música, Educación Artística.pdf,15SRDcwJmbUXjNgU5zKg0d3keQx9pnpxv,https://drive.google.com/file/d/15SRDcwJmbUXjNgU5zKg0d3keQx9pnpxv/view?usp=drivesdk,EDUC. ARTÍSTICA,libros/libros mostrar/EDUC. ARTÍSTICA
Teatro, Educación Artística.pdf,1lgS_g7SATX18AjW4Sl3gO4mGknyEsp-J,https://drive.google.com/file/d/1lgS_g7SATX18AjW4Sl3gO4mGknyEsp-J/view?usp=drivesdk,EDUC. ARTÍSTICA,libros/libros mostrar/EDUC. ARTÍSTICA
articles-356821_recurso_1.pdf,1mQ6A7ubZxb3l2d7zvTZF9nfyWu3wfGhV,https://drive.google.com/file/d/1mQ6A7ubZxb3l2d7zvTZF9nfyWu3wfGhV/view?usp=drivesdk,PSICOLOGIA,libros/libros mostrar/PSICOLOGIA
calculo de lang.pdf,11zPXYblFJT6RagpE8XvYmnN3Xiw7tshi,https://drive.google.com/file/d/11zPXYblFJT6RagpE8XvYmnN3Xiw7tshi/view?usp=drivesdk,destacados,libros/notouch/destacados
cien_soledad.pdf,1dyRy0Q4kiiqTdo7-1qWb0Z-Db7XpM9_Y,https://drive.google.com/file/d/1dyRy0Q4kiiqTdo7-1qWb0Z-Db7XpM9_Y/view?usp=drivesdk,destacados,libros/notouch/destacados
Sapiens. De animales a dioses Una breve historia de la humanidad (Yuval Noah Harari).pdf,10OeObIfuEjPKo_ARCxvzs3e5XV4XdLpD,https://drive.google.com/file/d/10OeObIfuEjPKo_ARCxvzs3e5XV4XdLpD/view?usp=drivesdk,destacados,libros/notouch/destacados
HawkinS-HistoriaDelTiempo.pdf,1m1zrcWmfw83hrVptRRC3t-_-GNyPDrV9,https://drive.google.com/file/d/1m1zrcWmfw83hrVptRRC3t-_-GNyPDrV9/view?usp=drivesdk,destacados,libros/notouch/destacados
Charlotte Bronté Cumbres Borrascosas.pdf,1sdIPFvw6HDL5RJ9jtJdoCSFPuzVsnsKN,https://drive.google.com/file/d/1sdIPFvw6HDL5RJ9jtJdoCSFPuzVsnsKN/view?usp=drivesdk,destacados,libros/notouch/destacados
8t7qqWwG.jpg,1br7BxtRIVbE3y4o-_0S6H-c-RkMGH2Lr,https://drive.google.com/file/d/1br7BxtRIVbE3y4o-_0S6H-c-RkMGH2Lr/view?usp=drivesdk,fotos img,libros/notouch/fotos img
